,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
P499,[6-15],[4-13],[5-15],[2-18],[5-26],[3-19],[3-18],[4-18],[5-15],[6-19],[4-15],[6-15],[5-15],[6-16],[6-12],[4-16],[7-18],[5-14],[3-15],[4-13],[5-15],[5-13],[5-12],[3-14],[6-23],[4-14],[2-13],[2-11],[4-12],[0-10],[4-13],[3-13],[1-12],[3-16],[5-13],[5-13],[2-16],[5-12],[6-12],[4-10],[4-14],[2-7],[4-10],[3-13],[5-12],[3-12],[5-12],[4-19],[4-14],[2-18],[3-10],[5-12],baa,Group: 57
P509,[6-15],[4-13],[5-15],[2-18],[5-26],[3-19],[3-18],[4-18],[5-15],[6-19],[4-15],[6-15],[5-15],[6-16],[6-12],[4-16],[7-18],[5-14],[3-15],[4-13],[5-15],[5-13],[5-12],[3-14],[6-23],[4-14],[2-13],[2-11],[4-12],[0-10],[4-13],[3-13],[1-12],[3-16],[5-13],[5-13],[2-16],[5-12],[6-12],[4-10],[4-14],[2-7],[4-10],[3-13],[5-12],[3-12],[5-12],[4-19],[4-14],[2-18],[3-10],[5-12],baa,Group: 57
P179,[25-54],[28-48],[27-51],[33-59],[27-51],[34-48],[30-43],[29-49],[34-55],[29-45],[33-51],[28-42],[29-57],[34-54],[37-51],[30-53],[29-55],[31-42],[35-54],[26-56],[33-49],[29-51],[20-50],[24-45],[20-43],[12-34],[18-38],[24-41],[21-37],[19-42],[21-40],[27-44],[26-49],[19-42],[23-46],[17-43],[24-50],[27-43],[29-43],[26-42],[22-36],[17-47],[26-52],[20-36],[22-43],[26-44],[29-55],[26-41],[18-42],[26-41],[23-38],[14-31],baa,Group: 54
P24,[25-54],[28-48],[27-51],[33-59],[27-51],[34-48],[30-43],[29-49],[34-55],[29-45],[33-51],[28-42],[29-57],[34-54],[37-51],[30-53],[29-55],[31-42],[35-54],[26-56],[33-49],[29-51],[20-50],[24-45],[20-43],[12-34],[18-38],[24-41],[21-37],[19-42],[21-40],[27-44],[26-49],[19-42],[23-46],[17-43],[24-50],[27-43],[29-43],[26-42],[22-36],[17-47],[26-52],[20-36],[22-43],[26-44],[29-55],[26-41],[18-42],[26-41],[23-38],[14-31],baa,Group: 54
P178,[25-54],[28-48],[27-51],[33-59],[27-51],[34-48],[30-43],[29-49],[34-55],[29-45],[33-51],[28-42],[29-57],[34-54],[37-51],[30-53],[29-55],[31-42],[35-54],[26-56],[33-49],[29-51],[20-50],[24-45],[20-43],[12-34],[18-38],[24-41],[21-37],[19-42],[21-40],[27-44],[26-49],[19-42],[23-46],[17-43],[24-50],[27-43],[29-43],[26-42],[22-36],[17-47],[26-52],[20-36],[22-43],[26-44],[29-55],[26-41],[18-42],[26-41],[23-38],[14-31],baa,Group: 54
P191,[25-54],[28-48],[27-51],[33-59],[27-51],[34-48],[30-43],[29-49],[34-55],[29-45],[33-51],[28-42],[29-57],[34-54],[37-51],[30-53],[29-55],[31-42],[35-54],[26-56],[33-49],[29-51],[20-50],[24-45],[20-43],[12-34],[18-38],[24-41],[21-37],[19-42],[21-40],[27-44],[26-49],[19-42],[23-46],[17-43],[24-50],[27-43],[29-43],[26-42],[22-36],[17-47],[26-52],[20-36],[22-43],[26-44],[29-55],[26-41],[18-42],[26-41],[23-38],[14-31],baa,Group: 54
P190,[25-54],[28-48],[27-51],[33-59],[27-51],[34-48],[30-43],[29-49],[34-55],[29-45],[33-51],[28-42],[29-57],[34-54],[37-51],[30-53],[29-55],[31-42],[35-54],[26-56],[33-49],[29-51],[20-50],[24-45],[20-43],[12-34],[18-38],[24-41],[21-37],[19-42],[21-40],[27-44],[26-49],[19-42],[23-46],[17-43],[24-50],[27-43],[29-43],[26-42],[22-36],[17-47],[26-52],[20-36],[22-43],[26-44],[29-55],[26-41],[18-42],[26-41],[23-38],[14-31],baa,Group: 54
P168,[25-54],[28-48],[27-51],[33-59],[27-51],[34-48],[30-43],[29-49],[34-55],[29-45],[33-51],[28-42],[29-57],[34-54],[37-51],[30-53],[29-55],[31-42],[35-54],[26-56],[33-49],[29-51],[20-50],[24-45],[20-43],[12-34],[18-38],[24-41],[21-37],[19-42],[21-40],[27-44],[26-49],[19-42],[23-46],[17-43],[24-50],[27-43],[29-43],[26-42],[22-36],[17-47],[26-52],[20-36],[22-43],[26-44],[29-55],[26-41],[18-42],[26-41],[23-38],[14-31],baa,Group: 54
P180,[25-54],[28-48],[27-51],[33-59],[27-51],[34-48],[30-43],[29-49],[34-55],[29-45],[33-51],[28-42],[29-57],[34-54],[37-51],[30-53],[29-55],[31-42],[35-54],[26-56],[33-49],[29-51],[20-50],[24-45],[20-43],[12-34],[18-38],[24-41],[21-37],[19-42],[21-40],[27-44],[26-49],[19-42],[23-46],[17-43],[24-50],[27-43],[29-43],[26-42],[22-36],[17-47],[26-52],[20-36],[22-43],[26-44],[29-55],[26-41],[18-42],[26-41],[23-38],[14-31],baa,Group: 54
P548,[25-54],[28-48],[27-51],[33-59],[27-51],[34-48],[30-43],[29-49],[34-55],[29-45],[33-51],[28-42],[29-57],[34-54],[37-51],[30-53],[29-55],[31-42],[35-54],[26-56],[33-49],[29-51],[20-50],[24-45],[20-43],[12-34],[18-38],[24-41],[21-37],[19-42],[21-40],[27-44],[26-49],[19-42],[23-46],[17-43],[24-50],[27-43],[29-43],[26-42],[22-36],[17-47],[26-52],[20-36],[22-43],[26-44],[29-55],[26-41],[18-42],[26-41],[23-38],[14-31],baa,Group: 54
P177,[25-54],[28-48],[27-51],[33-59],[27-51],[34-48],[30-43],[29-49],[34-55],[29-45],[33-51],[28-42],[29-57],[34-54],[37-51],[30-53],[29-55],[31-42],[35-54],[26-56],[33-49],[29-51],[20-50],[24-45],[20-43],[12-34],[18-38],[24-41],[21-37],[19-42],[21-40],[27-44],[26-49],[19-42],[23-46],[17-43],[24-50],[27-43],[29-43],[26-42],[22-36],[17-47],[26-52],[20-36],[22-43],[26-44],[29-55],[26-41],[18-42],[26-41],[23-38],[14-31],bba,Group: 54
P172,[25-54],[28-48],[27-51],[33-59],[27-51],[34-48],[30-43],[29-49],[34-55],[29-45],[33-51],[28-42],[29-57],[34-54],[37-51],[30-53],[29-55],[31-42],[35-54],[26-56],[33-49],[29-51],[20-50],[24-45],[20-43],[12-34],[18-38],[24-41],[21-37],[19-42],[21-40],[27-44],[26-49],[19-42],[23-46],[17-43],[24-50],[27-43],[29-43],[26-42],[22-36],[17-47],[26-52],[20-36],[22-43],[26-44],[29-55],[26-41],[18-42],[26-41],[23-38],[14-31],bba,Group: 54
P314,[6-16],[5-17],[8-19],[5-21],[5-13],[5-19],[3-18],[8-18],[6-16],[7-19],[7-18],[5-15],[6-15],[7-16],[8-12],[8-25],[6-12],[5-17],[5-16],[4-14],[5-16],[5-13],[7-16],[7-15],[6-16],[4-17],[2-15],[3-12],[3-12],[0-12],[6-11],[4-12],[1-14],[4-16],[3-14],[5-12],[4-13],[2-13],[3-12],[4-10],[2-12],[4-11],[4-13],[4-14],[4-17],[3-13],[4-15],[4-19],[5-14],[6-13],[5-18],[4-17],baa,Group: 55
P294,[6-16],[5-17],[8-19],[5-21],[5-13],[5-19],[3-18],[8-18],[6-16],[7-19],[7-18],[5-15],[6-15],[7-16],[8-12],[8-25],[6-12],[5-17],[5-16],[4-14],[5-16],[5-13],[7-16],[7-15],[6-16],[4-17],[2-15],[3-12],[3-12],[0-12],[6-11],[4-12],[1-14],[4-16],[3-14],[5-12],[4-13],[2-13],[3-12],[4-10],[2-12],[4-11],[4-13],[4-14],[4-17],[3-13],[4-15],[4-19],[5-14],[6-13],[5-18],[4-17],baa,Group: 55
P547,[6-16],[5-17],[8-19],[5-21],[5-13],[5-19],[3-18],[8-18],[6-16],[7-19],[7-18],[5-15],[6-15],[7-16],[8-12],[8-25],[6-12],[5-17],[5-16],[4-14],[5-16],[5-13],[7-16],[7-15],[6-16],[4-17],[2-15],[3-12],[3-12],[0-12],[6-11],[4-12],[1-14],[4-16],[3-14],[5-12],[4-13],[2-13],[3-12],[4-10],[2-12],[4-11],[4-13],[4-14],[4-17],[3-13],[4-15],[4-19],[5-14],[6-13],[5-18],[4-17],baa,Group: 55
P504,[6-16],[5-17],[8-19],[5-21],[5-13],[5-19],[3-18],[8-18],[6-16],[7-19],[7-18],[5-15],[6-15],[7-16],[8-12],[8-25],[6-12],[5-17],[5-16],[4-14],[5-16],[5-13],[7-16],[7-15],[6-16],[4-17],[2-15],[3-12],[3-12],[0-12],[6-11],[4-12],[1-14],[4-16],[3-14],[5-12],[4-13],[2-13],[3-12],[4-10],[2-12],[4-11],[4-13],[4-14],[4-17],[3-13],[4-15],[4-19],[5-14],[6-13],[5-18],[4-17],baa,Group: 55
P21,[6-16],[5-17],[8-19],[5-21],[5-13],[5-19],[3-18],[8-18],[6-16],[7-19],[7-18],[5-15],[6-15],[7-16],[8-12],[8-25],[6-12],[5-17],[5-16],[4-14],[5-16],[5-13],[7-16],[7-15],[6-16],[4-17],[2-15],[3-12],[3-12],[0-12],[6-11],[4-12],[1-14],[4-16],[3-14],[5-12],[4-13],[2-13],[3-12],[4-10],[2-12],[4-11],[4-13],[4-14],[4-17],[3-13],[4-15],[4-19],[5-14],[6-13],[5-18],[4-17],baa,Group: 55
P116,[6-16],[5-17],[8-19],[5-21],[5-13],[5-19],[3-18],[8-18],[6-16],[7-19],[7-18],[5-15],[6-15],[7-16],[8-12],[8-25],[6-12],[5-17],[5-16],[4-14],[5-16],[5-13],[7-16],[7-15],[6-16],[4-17],[2-15],[3-12],[3-12],[0-12],[6-11],[4-12],[1-14],[4-16],[3-14],[5-12],[4-13],[2-13],[3-12],[4-10],[2-12],[4-11],[4-13],[4-14],[4-17],[3-13],[4-15],[4-19],[5-14],[6-13],[5-18],[4-17],baa,Group: 55
P68,[6-15],[4-13],[5-15],[2-18],[5-26],[3-19],[3-18],[4-18],[5-15],[6-19],[4-15],[6-15],[5-15],[6-16],[6-12],[4-16],[7-18],[5-14],[3-15],[4-13],[5-15],[5-13],[5-12],[3-14],[6-23],[4-14],[2-13],[2-11],[4-12],[0-10],[4-13],[3-13],[1-12],[3-16],[5-13],[5-13],[2-16],[5-12],[6-12],[4-10],[4-14],[2-7],[4-10],[3-13],[5-12],[3-12],[5-12],[4-19],[4-14],[2-18],[3-10],[5-12],baa,Group: 57
P121,[6-15],[4-13],[5-15],[2-18],[5-26],[3-19],[3-18],[4-18],[5-15],[6-19],[4-15],[6-15],[5-15],[6-16],[6-12],[4-16],[7-18],[5-14],[3-15],[4-13],[5-15],[5-13],[5-12],[3-14],[6-23],[4-14],[2-13],[2-11],[4-12],[0-10],[4-13],[3-13],[1-12],[3-16],[5-13],[5-13],[2-16],[5-12],[6-12],[4-10],[4-14],[2-7],[4-10],[3-13],[5-12],[3-12],[5-12],[4-19],[4-14],[2-18],[3-10],[5-12],baa,Group: 57
P13,[6-15],[4-13],[5-15],[2-18],[5-26],[3-19],[3-18],[4-18],[5-15],[6-19],[4-15],[6-15],[5-15],[6-16],[6-12],[4-16],[7-18],[5-14],[3-15],[4-13],[5-15],[5-13],[5-12],[3-14],[6-23],[4-14],[2-13],[2-11],[4-12],[0-10],[4-13],[3-13],[1-12],[3-16],[5-13],[5-13],[2-16],[5-12],[6-12],[4-10],[4-14],[2-7],[4-10],[3-13],[5-12],[3-12],[5-12],[4-19],[4-14],[2-18],[3-10],[5-12],baa,Group: 57
P554,[22-42],[15-37],[19-56],[23-42],[20-37],[16-44],[19-47],[20-43],[17-38],[17-43],[22-48],[22-43],[18-40],[12-45],[15-51],[19-59],[21-48],[18-43],[11-54],[17-48],[16-53],[19-58],[17-43],[16-40],[22-42],[19-38],[12-27],[12-35],[15-32],[11-37],[14-33],[14-29],[17-40],[12-36],[12-39],[9-38],[19-37],[10-39],[15-38],[13-34],[13-42],[14-34],[13-42],[12-36],[11-39],[17-40],[13-41],[14-35],[12-34],[21-37],[15-31],[16-38],baa,Group: 56
P511,[22-42],[15-37],[19-56],[23-42],[20-37],[16-44],[19-47],[20-43],[17-38],[17-43],[22-48],[22-43],[18-40],[12-45],[15-51],[19-59],[21-48],[18-43],[11-54],[17-48],[16-53],[19-58],[17-43],[16-40],[22-42],[19-38],[12-27],[12-35],[15-32],[11-37],[14-33],[14-29],[17-40],[12-36],[12-39],[9-38],[19-37],[10-39],[15-38],[13-34],[13-42],[14-34],[13-42],[12-36],[11-39],[17-40],[13-41],[14-35],[12-34],[21-37],[15-31],[16-38],baa,Group: 56
P194,[22-42],[15-37],[19-56],[23-42],[20-37],[16-44],[19-47],[20-43],[17-38],[17-43],[22-48],[22-43],[18-40],[12-45],[15-51],[19-59],[21-48],[18-43],[11-54],[17-48],[16-53],[19-58],[17-43],[16-40],[22-42],[19-38],[12-27],[12-35],[15-32],[11-37],[14-33],[14-29],[17-40],[12-36],[12-39],[9-38],[19-37],[10-39],[15-38],[13-34],[13-42],[14-34],[13-42],[12-36],[11-39],[17-40],[13-41],[14-35],[12-34],[21-37],[15-31],[16-38],baa,Group: 56
P557,[22-42],[15-37],[19-56],[23-42],[20-37],[16-44],[19-47],[20-43],[17-38],[17-43],[22-48],[22-43],[18-40],[12-45],[15-51],[19-59],[21-48],[18-43],[11-54],[17-48],[16-53],[19-58],[17-43],[16-40],[22-42],[19-38],[12-27],[12-35],[15-32],[11-37],[14-33],[14-29],[17-40],[12-36],[12-39],[9-38],[19-37],[10-39],[15-38],[13-34],[13-42],[14-34],[13-42],[12-36],[11-39],[17-40],[13-41],[14-35],[12-34],[21-37],[15-31],[16-38],baa,Group: 56
P10,[22-42],[15-37],[19-56],[23-42],[20-37],[16-44],[19-47],[20-43],[17-38],[17-43],[22-48],[22-43],[18-40],[12-45],[15-51],[19-59],[21-48],[18-43],[11-54],[17-48],[16-53],[19-58],[17-43],[16-40],[22-42],[19-38],[12-27],[12-35],[15-32],[11-37],[14-33],[14-29],[17-40],[12-36],[12-39],[9-38],[19-37],[10-39],[15-38],[13-34],[13-42],[14-34],[13-42],[12-36],[11-39],[17-40],[13-41],[14-35],[12-34],[21-37],[15-31],[16-38],bba,Group: 56
P64,[22-42],[15-37],[19-56],[23-42],[20-37],[16-44],[19-47],[20-43],[17-38],[17-43],[22-48],[22-43],[18-40],[12-45],[15-51],[19-59],[21-48],[18-43],[11-54],[17-48],[16-53],[19-58],[17-43],[16-40],[22-42],[19-38],[12-27],[12-35],[15-32],[11-37],[14-33],[14-29],[17-40],[12-36],[12-39],[9-38],[19-37],[10-39],[15-38],[13-34],[13-42],[14-34],[13-42],[12-36],[11-39],[17-40],[13-41],[14-35],[12-34],[21-37],[15-31],[16-38],bba,Group: 56
P533,[22-42],[15-37],[19-56],[23-42],[20-37],[16-44],[19-47],[20-43],[17-38],[17-43],[22-48],[22-43],[18-40],[12-45],[15-51],[19-59],[21-48],[18-43],[11-54],[17-48],[16-53],[19-58],[17-43],[16-40],[22-42],[19-38],[12-27],[12-35],[15-32],[11-37],[14-33],[14-29],[17-40],[12-36],[12-39],[9-38],[19-37],[10-39],[15-38],[13-34],[13-42],[14-34],[13-42],[12-36],[11-39],[17-40],[13-41],[14-35],[12-34],[21-37],[15-31],[16-38],baa,Group: 56
P80,[22-42],[15-37],[19-56],[23-42],[20-37],[16-44],[19-47],[20-43],[17-38],[17-43],[22-48],[22-43],[18-40],[12-45],[15-51],[19-59],[21-48],[18-43],[11-54],[17-48],[16-53],[19-58],[17-43],[16-40],[22-42],[19-38],[12-27],[12-35],[15-32],[11-37],[14-33],[14-29],[17-40],[12-36],[12-39],[9-38],[19-37],[10-39],[15-38],[13-34],[13-42],[14-34],[13-42],[12-36],[11-39],[17-40],[13-41],[14-35],[12-34],[21-37],[15-31],[16-38],baa,Group: 56
P620,[22-42],[15-37],[19-56],[23-42],[20-37],[16-44],[19-47],[20-43],[17-38],[17-43],[22-48],[22-43],[18-40],[12-45],[15-51],[19-59],[21-48],[18-43],[11-54],[17-48],[16-53],[19-58],[17-43],[16-40],[22-42],[19-38],[12-27],[12-35],[15-32],[11-37],[14-33],[14-29],[17-40],[12-36],[12-39],[9-38],[19-37],[10-39],[15-38],[13-34],[13-42],[14-34],[13-42],[12-36],[11-39],[17-40],[13-41],[14-35],[12-34],[21-37],[15-31],[16-38],baa,Group: 56
P92,[22-42],[15-37],[19-56],[23-42],[20-37],[16-44],[19-47],[20-43],[17-38],[17-43],[22-48],[22-43],[18-40],[12-45],[15-51],[19-59],[21-48],[18-43],[11-54],[17-48],[16-53],[19-58],[17-43],[16-40],[22-42],[19-38],[12-27],[12-35],[15-32],[11-37],[14-33],[14-29],[17-40],[12-36],[12-39],[9-38],[19-37],[10-39],[15-38],[13-34],[13-42],[14-34],[13-42],[12-36],[11-39],[17-40],[13-41],[14-35],[12-34],[21-37],[15-31],[16-38],baa,Group: 56
P42,[22-42],[15-37],[19-56],[23-42],[20-37],[16-44],[19-47],[20-43],[17-38],[17-43],[22-48],[22-43],[18-40],[12-45],[15-51],[19-59],[21-48],[18-43],[11-54],[17-48],[16-53],[19-58],[17-43],[16-40],[22-42],[19-38],[12-27],[12-35],[15-32],[11-37],[14-33],[14-29],[17-40],[12-36],[12-39],[9-38],[19-37],[10-39],[15-38],[13-34],[13-42],[14-34],[13-42],[12-36],[11-39],[17-40],[13-41],[14-35],[12-34],[21-37],[15-31],[16-38],baa,Group: 56
P91,[6-15],[4-13],[5-15],[2-18],[5-26],[3-19],[3-18],[4-18],[5-15],[6-19],[4-15],[6-15],[5-15],[6-16],[6-12],[4-16],[7-18],[5-14],[3-15],[4-13],[5-15],[5-13],[5-12],[3-14],[6-23],[4-14],[2-13],[2-11],[4-12],[0-10],[4-13],[3-13],[1-12],[3-16],[5-13],[5-13],[2-16],[5-12],[6-12],[4-10],[4-14],[2-7],[4-10],[3-13],[5-12],[3-12],[5-12],[4-19],[4-14],[2-18],[3-10],[5-12],bba,Group: 57
P324,[6-15],[4-13],[5-15],[2-18],[5-26],[3-19],[3-18],[4-18],[5-15],[6-19],[4-15],[6-15],[5-15],[6-16],[6-12],[4-16],[7-18],[5-14],[3-15],[4-13],[5-15],[5-13],[5-12],[3-14],[6-23],[4-14],[2-13],[2-11],[4-12],[0-10],[4-13],[3-13],[1-12],[3-16],[5-13],[5-13],[2-16],[5-12],[6-12],[4-10],[4-14],[2-7],[4-10],[3-13],[5-12],[3-12],[5-12],[4-19],[4-14],[2-18],[3-10],[5-12],bba,Group: 57
P125,[6-15],[4-13],[5-15],[2-18],[5-26],[3-19],[3-18],[4-18],[5-15],[6-19],[4-15],[6-15],[5-15],[6-16],[6-12],[4-16],[7-18],[5-14],[3-15],[4-13],[5-15],[5-13],[5-12],[3-14],[6-23],[4-14],[2-13],[2-11],[4-12],[0-10],[4-13],[3-13],[1-12],[3-16],[5-13],[5-13],[2-16],[5-12],[6-12],[4-10],[4-14],[2-7],[4-10],[3-13],[5-12],[3-12],[5-12],[4-19],[4-14],[2-18],[3-10],[5-12],bba,Group: 57
P631,[6-15],[3-19],[4-15],[4-16],[7-26],[5-13],[5-12],[6-18],[8-16],[7-18],[5-16],[7-15],[6-15],[4-17],[5-18],[7-17],[4-18],[6-16],[3-18],[6-18],[5-17],[7-20],[5-14],[3-15],[7-18],[5-20],[4-14],[5-18],[5-13],[2-14],[3-13],[3-12],[5-13],[1-15],[6-15],[4-15],[5-16],[6-12],[5-12],[3-11],[5-14],[3-17],[4-15],[5-12],[5-16],[3-15],[3-13],[6-12],[4-15],[6-13],[3-14],[5-21],baa,Group: 58
P32,[6-15],[3-19],[4-15],[4-16],[7-26],[5-13],[5-12],[6-18],[8-16],[7-18],[5-16],[7-15],[6-15],[4-17],[5-18],[7-17],[4-18],[6-16],[3-18],[6-18],[5-17],[7-20],[5-14],[3-15],[7-18],[5-20],[4-14],[5-18],[5-13],[2-14],[3-13],[3-12],[5-13],[1-15],[6-15],[4-15],[5-16],[6-12],[5-12],[3-11],[5-14],[3-17],[4-15],[5-12],[5-16],[3-15],[3-13],[6-12],[4-15],[6-13],[3-14],[5-21],baa,Group: 58
P630,[6-15],[3-19],[4-15],[4-16],[7-26],[5-13],[5-12],[6-18],[8-16],[7-18],[5-16],[7-15],[6-15],[4-17],[5-18],[7-17],[4-18],[6-16],[3-18],[6-18],[5-17],[7-20],[5-14],[3-15],[7-18],[5-20],[4-14],[5-18],[5-13],[2-14],[3-13],[3-12],[5-13],[1-15],[6-15],[4-15],[5-16],[6-12],[5-12],[3-11],[5-14],[3-17],[4-15],[5-12],[5-16],[3-15],[3-13],[6-12],[4-15],[6-13],[3-14],[5-21],baa,Group: 58
P50,[6-15],[3-19],[4-15],[4-16],[7-26],[5-13],[5-12],[6-18],[8-16],[7-18],[5-16],[7-15],[6-15],[4-17],[5-18],[7-17],[4-18],[6-16],[3-18],[6-18],[5-17],[7-20],[5-14],[3-15],[7-18],[5-20],[4-14],[5-18],[5-13],[2-14],[3-13],[3-12],[5-13],[1-15],[6-15],[4-15],[5-16],[6-12],[5-12],[3-11],[5-14],[3-17],[4-15],[5-12],[5-16],[3-15],[3-13],[6-12],[4-15],[6-13],[3-14],[5-21],baa,Group: 58
P285,[6-15],[3-19],[4-15],[4-16],[7-26],[5-13],[5-12],[6-18],[8-16],[7-18],[5-16],[7-15],[6-15],[4-17],[5-18],[7-17],[4-18],[6-16],[3-18],[6-18],[5-17],[7-20],[5-14],[3-15],[7-18],[5-20],[4-14],[5-18],[5-13],[2-14],[3-13],[3-12],[5-13],[1-15],[6-15],[4-15],[5-16],[6-12],[5-12],[3-11],[5-14],[3-17],[4-15],[5-12],[5-16],[3-15],[3-13],[6-12],[4-15],[6-13],[3-14],[5-21],baa,Group: 58
P26,[6-15],[3-19],[4-15],[4-16],[7-26],[5-13],[5-12],[6-18],[8-16],[7-18],[5-16],[7-15],[6-15],[4-17],[5-18],[7-17],[4-18],[6-16],[3-18],[6-18],[5-17],[7-20],[5-14],[3-15],[7-18],[5-20],[4-14],[5-18],[5-13],[2-14],[3-13],[3-12],[5-13],[1-15],[6-15],[4-15],[5-16],[6-12],[5-12],[3-11],[5-14],[3-17],[4-15],[5-12],[5-16],[3-15],[3-13],[6-12],[4-15],[6-13],[3-14],[5-21],baa,Group: 58
P106,[6-15],[3-19],[4-15],[4-16],[7-26],[5-13],[5-12],[6-18],[8-16],[7-18],[5-16],[7-15],[6-15],[4-17],[5-18],[7-17],[4-18],[6-16],[3-18],[6-18],[5-17],[7-20],[5-14],[3-15],[7-18],[5-20],[4-14],[5-18],[5-13],[2-14],[3-13],[3-12],[5-13],[1-15],[6-15],[4-15],[5-16],[6-12],[5-12],[3-11],[5-14],[3-17],[4-15],[5-12],[5-16],[3-15],[3-13],[6-12],[4-15],[6-13],[3-14],[5-21],bba,Group: 58
P198,[6-15],[3-19],[4-15],[4-16],[7-26],[5-13],[5-12],[6-18],[8-16],[7-18],[5-16],[7-15],[6-15],[4-17],[5-18],[7-17],[4-18],[6-16],[3-18],[6-18],[5-17],[7-20],[5-14],[3-15],[7-18],[5-20],[4-14],[5-18],[5-13],[2-14],[3-13],[3-12],[5-13],[1-15],[6-15],[4-15],[5-16],[6-12],[5-12],[3-11],[5-14],[3-17],[4-15],[5-12],[5-16],[3-15],[3-13],[6-12],[4-15],[6-13],[3-14],[5-21],bba,Group: 58
P149,[6-15],[3-19],[4-15],[4-16],[7-26],[5-13],[5-12],[6-18],[8-16],[7-18],[5-16],[7-15],[6-15],[4-17],[5-18],[7-17],[4-18],[6-16],[3-18],[6-18],[5-17],[7-20],[5-14],[3-15],[7-18],[5-20],[4-14],[5-18],[5-13],[2-14],[3-13],[3-12],[5-13],[1-15],[6-15],[4-15],[5-16],[6-12],[5-12],[3-11],[5-14],[3-17],[4-15],[5-12],[5-16],[3-15],[3-13],[6-12],[4-15],[6-13],[3-14],[5-21],bba,Group: 58
P397,[6-15],[3-19],[4-15],[4-16],[7-26],[5-13],[5-12],[6-18],[8-16],[7-18],[5-16],[7-15],[6-15],[4-17],[5-18],[7-17],[4-18],[6-16],[3-18],[6-18],[5-17],[7-20],[5-14],[3-15],[7-18],[5-20],[4-14],[5-18],[5-13],[2-14],[3-13],[3-12],[5-13],[1-15],[6-15],[4-15],[5-16],[6-12],[5-12],[3-11],[5-14],[3-17],[4-15],[5-12],[5-16],[3-15],[3-13],[6-12],[4-15],[6-13],[3-14],[5-21],bba,Group: 58
P634,[6-15],[3-19],[4-15],[4-16],[7-26],[5-13],[5-12],[6-18],[8-16],[7-18],[5-16],[7-15],[6-15],[4-17],[5-18],[7-17],[4-18],[6-16],[3-18],[6-18],[5-17],[7-20],[5-14],[3-15],[7-18],[5-20],[4-14],[5-18],[5-13],[2-14],[3-13],[3-12],[5-13],[1-15],[6-15],[4-15],[5-16],[6-12],[5-12],[3-11],[5-14],[3-17],[4-15],[5-12],[5-16],[3-15],[3-13],[6-12],[4-15],[6-13],[3-14],[5-21],bba,Group: 58
P115,[6-15],[3-19],[4-15],[4-16],[7-26],[5-13],[5-12],[6-18],[8-16],[7-18],[5-16],[7-15],[6-15],[4-17],[5-18],[7-17],[4-18],[6-16],[3-18],[6-18],[5-17],[7-20],[5-14],[3-15],[7-18],[5-20],[4-14],[5-18],[5-13],[2-14],[3-13],[3-12],[5-13],[1-15],[6-15],[4-15],[5-16],[6-12],[5-12],[3-11],[5-14],[3-17],[4-15],[5-12],[5-16],[3-15],[3-13],[6-12],[4-15],[6-13],[3-14],[5-21],bba,Group: 58
P531,[2-11],[2-11],[0-10],[2-13],[2-13],[2-16],[3-11],[3-13],[3-12],[3-12],[2-18],[1-10],[0-15],[2-9],[2-12],[2-11],[2-12],[2-11],[3-13],[1-15],[2-12],[0-14],[1-11],[1-14],[1-17],[2-14],[3-14],[1-10],[0-14],[2-13],[3-11],[2-13],[2-9],[3-9],[0-15],[1-13],[1-15],[1-12],[3-18],[3-14],[0-7],[2-9],[3-11],[1-14],[1-9],[2-15],[2-9],[3-12],[3-14],[3-14],[3-15],[4-13],aba,Group: 59
P8,[2-11],[2-11],[0-10],[2-13],[2-13],[2-16],[3-11],[3-13],[3-12],[3-12],[2-18],[1-10],[0-15],[2-9],[2-12],[2-11],[2-12],[2-11],[3-13],[1-15],[2-12],[0-14],[1-11],[1-14],[1-17],[2-14],[3-14],[1-10],[0-14],[2-13],[3-11],[2-13],[2-9],[3-9],[0-15],[1-13],[1-15],[1-12],[3-18],[3-14],[0-7],[2-9],[3-11],[1-14],[1-9],[2-15],[2-9],[3-12],[3-14],[3-14],[3-15],[4-13],aba,Group: 59
P616,[2-11],[2-11],[0-10],[2-13],[2-13],[2-16],[3-11],[3-13],[3-12],[3-12],[2-18],[1-10],[0-15],[2-9],[2-12],[2-11],[2-12],[2-11],[3-13],[1-15],[2-12],[0-14],[1-11],[1-14],[1-17],[2-14],[3-14],[1-10],[0-14],[2-13],[3-11],[2-13],[2-9],[3-9],[0-15],[1-13],[1-15],[1-12],[3-18],[3-14],[0-7],[2-9],[3-11],[1-14],[1-9],[2-15],[2-9],[3-12],[3-14],[3-14],[3-15],[4-13],aba,Group: 59
P626,[2-11],[2-11],[0-10],[2-13],[2-13],[2-16],[3-11],[3-13],[3-12],[3-12],[2-18],[1-10],[0-15],[2-9],[2-12],[2-11],[2-12],[2-11],[3-13],[1-15],[2-12],[0-14],[1-11],[1-14],[1-17],[2-14],[3-14],[1-10],[0-14],[2-13],[3-11],[2-13],[2-9],[3-9],[0-15],[1-13],[1-15],[1-12],[3-18],[3-14],[0-7],[2-9],[3-11],[1-14],[1-9],[2-15],[2-9],[3-12],[3-14],[3-14],[3-15],[4-13],bab,Group: 59
